,full_text,sentiment,emotion
545,"Esto está increíble. Saca la conversación de los personalismos y pone el debate sobre las ideas y la afinidad ideológica, gente. Entrénle a este match político de @fundacionFESCOL. Espectacular @Saruy 👏🏾👏🏾👏🏾👏🏾 https://t.co/0tyZdteu0Z",,
538,"Periódico de William Velez Sierra Match presidencial: descubra su candidato ideal para las elecciones en Colombia | El Espectador https://t.co/1nISuNbpGp, see more https://t.co/dMgANevJFy",,
85,"@HELIODOPTERO @petrogustavo El que llena plazas cada 4 años le votan el día de elecciones los mismos 4 millones, pero claro el mismo cuento que dizque le roban las elecciones. Colombia le dirá No a Petro por enésima vez.",negative,anger
466,"#QuienRespondePor
 
 Queman carro de @UNALOficial Universidad Nacional en Santa Fe de Antioquia. El @COL_EJERCITO y la @PoliciaColombia Se escondieron no Actúan Parece ser el excenario para una Guerra Civil y así evitar Elecciones Presidenciales en Colombia @bbcmundo https://t.co/SWEo3DvigS",,
28,"Se me hace valioso compartir este párrafo en épocas de elecciones en Colombia. Si la educación va ser gratuíta, vale la pena cuestionarse ¿Qué tipo de educación? ¿Cómo se sostendrá? https://t.co/HVjEQfBgzY https://t.co/O1u3cygERQ",neutral,fear
158,"@andreash1 @SofyCasas_ @lacoutu @Registraduria @consejodeestado @CConstitucional @CNE_COLOMBIA @FiscaliaCol ADELANTE CON LA TUTELATÓN. QUIEN SE APUNTA??' ...ALLI GANAMOS, LOS BUENOS, QUE SOMOS MAS; FRENTE AL #PACTOVEGAPETRO PARA ROBARSE LAS ELECCIONES. SOMOS MAS UNIDOS https://t.co/KpcXgLOFOJ",negative,anger
550,"@lcvelez El mayor riesgo en las elecciones está en la misma @Registraduria el @CNE_COLOMBIA los jurados, los supuestos delegados internacionales que trajeron a favor de ellos, y de remate la misma Registraduria descarada haciéndole campaña a los que ofrecen el supuesto cambio 🤦🏻‍♀️ https://t.co/Xghmj77P1S",,
418,Advierten inhabilidades en jurados de votación elegidos para elecciones presidenciales https://t.co/oUCjxiVqOi,,
644,"@lafm tremendo informe de la posible corrupción en el fraude del pasado 13 de marzo a la Colombia humana le asignaron 24 mil jurados que si votaron 2 veces cada uno significaría el robo más grande en Colombia, y el registrador intento quitar la huella y la firma de las elecciones",positive,joy
81,"@MONYRODRIGUEZOF Piensan sabotear las elecciones, sospechoso si es a días de las elecciones y el ejército de Colombia nuestros héroes, brillan por su ausencia por algo será ...",negative,anger
480,"¿Vamos a terminar en que para subirse al Metro de Medellín, al bus de Envigado, al Transmetro de Barranquilla o al avión de Avianca habrá que demostrar el voto por alias ""Fico""?
 
 
 
 https://t.co/f7CDOrUAEd",,
561,"Dime tus posturas políticas y te diré si podemos seguir siendo Amix. Para conocerlas, te invito a hacer el #MatchElectoral aquí: https://t.co/3V4sEAcK5R
 
 
 
 Mi resultado es este. 
 
 ¿Quieres seguir siendo mi ami? 🥹 https://t.co/bFnq2ROy0u",,
633,"¿Quién es ese candidato que defiende sus mismas ideas? 🧐
 
 
 
 ¡Descubralo en nuestro #MatchPresidencial! Una herramienta que creamos junto a @cifrasyconcepto y @elespectador para que el próximo 29 de mayo salga a votar por su candidato ideal. 
 
 
 
 https://t.co/x1nxEYCfD7 https://t.co/78W2DyWiKB",neutral,joy
556,"🇨🇴 QUE COMIENCE EL SHOW
 
 COLOMBIANO (CAMINO A ELECCIONES PRESIDENCIALES EN COLOMBIA).
 
 
 
 A 23 dias para la primera ronda presidencial, se devela el pacto que hay detras.
 
 
 
 https://t.co/ugZhjFXZOD",,
517,#Colombia #Elecciones #Discriminacion Colombianos inconcebible. Regustraduria niega a mayores de 60 años ser Jueces en las elecciones. . Colombianos en Miami pusimos una TUTELA. Los mayores de 60 tenemos derechos que hace siglos les negaban a las mujeres y los afros. Apóyanos,,
490,Elecciones en Colombia: el silencio que decidirá al ganador https://t.co/lHH5JFvDd9,,
362,"Tanto la inclusión de la segunda vuelta como la apertura del sistema político a más partidos hizo que el tarjetón se poblara de casi una decena de candidatos por proceso. 
 
 
 
 #ContenidoPremiumEE #Elecciones2022 
 
 https://t.co/tVxPTMLkC2",,
233,@G_ANDRES_CORZO @Roberto_Trobajo @FicoGutierrez @CNE_COLOMBIA Esas elecciones parlamentarias deben ser anuladas.,negative,anger
31,"El criminal narcotraficante @IvanDuque busca con desespero crear estado de conmoción nacional que le permita suspender las elecciones presidenciales ante la innegable superioridad electoral del candidato @petrogustavo. El uribismo en #Colombia es capaz de cualquier cosa, ¡pilas! https://t.co/5afrk9TrQK",negative,anger
625,"Match presidencial: descubra su candidato ideal para las elecciones en Colombia | El Espectador #elEspectador
 
 
 
 🚂#trendeconciencia
 
 📺
 
 👇 
 
 https://t.co/14UgzE8rpJ via @PodcastAddict https://t.co/dFY6PvhhHS",neutral,
498,¡Es indignante lo que ocurre en Colombia! Estamos ante un fraude electoral y nuestro registrador sigue en el cargo. #ElRiesgoEs no repetir las elecciones y tener un Congreso ilegítimo. https://t.co/lxMRgs9kPo,,
149,"El candidato a la Presidencia de Colombia por el Pacto Histórico, Gustavo Petro, anunció este viernes que retomará las relaciones diplomáticas con Venezuela si gana las elecciones y llega a la jefatura del Estado, informó el periódico local El Tiempo. (RT) https://t.co/AKl1lblBuO",neutral,joy
295,"Si las Autoridades NO se pronuncian sobre las Millones de quejas que hay en Colombia, por el Presunto Fraude Electoral en las Elecciones a Congreso, entonces, NO existe ninguna Garantía sobre que las elecciones del 29 de Mayo sean en Derecho, controladas por el mismo Registrador.",negative,anger
285,Petro promete reanudar relaciones diplomáticas con Maduro si gana elecciones en Colombia https://t.co/ma0ObakLMG,neutral,joy
231,"@SdrodriguezT PetroFarc está asustado porque sabe que el uribismo es una fuerza poderosa y ganaremos las elecciones, los bandidos mafiosos del Pacto de la Picota , jamás tendrán el poder, acabarían con Colombia .",negative,joy
289,O sea que el miserable de Macías reconoce que en Colombia es Fácil robar elecciones. Bellaco.,negative,anger
230,En Colombia hace falta un presidente como @nayibbukele que no le teme a nada y va de frente contra las fuerzas oscuras aliadas con políticos que lo único que buscas es inestabilidad en el país previo a elecciones.,negative,sadness
165,"@petrogustavo Esto está imparable!
 
  #ProgresistaSigueProgresista , #SúmateAlCambio , #YaLlegaElCambio .
 
 Sigamos sumando y logremos transformar a Colombia con Petro y Francia! A ganar las elecciones en primera vuelta! Sígueme y te sigo!",positive,joy
260,"Estos días y hasta el 29 de mayo día de las elecciones presidenciales en Colombia se prevé tensiones, incremento de actos criminales y delincuenciales, asonadas, pescas milagrosas, y guerra ideológica en todo el territorio nacional.
 
 ¡Fácil no será, estamos regresando al pasado!",negative,fear
4,"#OtraPregunta 
 
 ""Petro promete reanudar relaciones diplomáticas con Maduro si gana elecciones en Colombia""...
 
 Esto no pinta nada bien... y si además gana Lula en Brasil...
 
 ¿Esto como que va para largo? https://t.co/wpQsl5KoRe",negative,fear
562,"Las preguntas de #MatchPresidencial fueron diseñadas específicamente para el contexto político actual en Colombia de cara a las elecciones presidenciales en 2022.
 
 
 
 #Elecciones2022 #ColombiaDecide 
 
 
 
 https://t.co/nmnB4UprVU",,
37,"Con apoyo de @CNE_COLOMBIA @Doris_MendezC nos va a robar Las próximas elecciones presidenciales, ahora está suplantando a @FiscaliaCol atacando a @CeDemocratico para defender sus aliados los parásitos izquierdistas disfrazados de docentes @fecode . https://t.co/wBM1ge2mcZ",negative,anger
389,FRAUDE DE LA IZQUIERDA ANULA LAS ELECCIONES EN COLOMBIA https://t.co/06U3gw0vwY,,
34,"@ELTIEMPO Que lo diga antes de las elecciones en Colombia. Eso es un delito, claro que con estas cortes en Colombia vendidas a la izquierda todo es posible",negative,anger
584,"Insisto...el peor enemigo de la llamada #Derecha en #Colombia es la misma ""Derecha""...
 
 Llegar DIVIDIDOS a las elecciones PRESIDENCIALES, No me parece la mejor táctica, para enfrentar al #PapilomaHumano 
 
 Según la posición de los Astros, podría ser Desastroso para el #29Mayo https://t.co/jv4cmhH9mv",,
180,A semanas de las elecciones en #Colombia ¿será que la ola progresista se extiende hacia el norte del sur? https://t.co/0r6fEbL6Ht,neutral,fear
277,"¿Cómo ha votado el país en los últimos 28 años? ¿Podemos hablar de un sistema político caudillista? A menos de 30 días de las #Elecciones2022 hicimos un análisis del comportamiento electoral de los colombianos. Esto encontramos👇https://t.co/tVxPTMLkC2
 
 #ContenidoPremiumEE",negative,anger
582,"@RenataSokolov A ustedes, la derecha, buscando alterar el orden público para suspender elecciones y perpetuar el régimen de terror que pretende amedrentarnos...pero Colombia dijo no más y con Petro ganaremos en primera vuelta.",,
186,"Este mes antes de elecciones será de terror en Colombia, carros bomba, atentados, masacres, fake news etc.. harán lo que sea desesperados por mantenerse en el poder.
 
 Una pesadilla vivir en este país. @AlvaroUribeVel",negative,sadness
592,"INFORME ESPECIAL Elecciones presidenciales de Colombia, todo lo que necesita saber - https://t.co/xX9R0XEAqP https://t.co/OyOd9bGUIK",,
174,"#ColombiaDecide | Sergio Fajardo avanza en su campaña política desde Boyacá, allí se reencontró con Carlos Amaya y aprovechó para hablar de la importancia de la minería en el país pero con una transformación desde el ámbito social. Más en https://t.co/0Rr4ts0rOv https://t.co/341nWKZGkR",neutral,joy
427,"🇨🇴El asesino y terrorista @AlvaroUribeVel 
 
 A poco de las elecciones infunden terror en el #colombia como arma política en campaña, #ParoArmado el discurso del miedo para mantenerse en el poder por medio de su títere @FicoGutierrez",,
496,"Petro dice que las elecciones se ganan con los jurados, el pueblo es lo de menos para los comunistas.
 
 Los que cuentan los votos deciden presidente en Colombia, pasamos a ser un estado fallido desde que Santos entregó el país al terrorismo.",,
425,"Petro promete reanudar relaciones diplomáticas con Maduro si gana elecciones en Colombia
 
 #TalCual #ClaroyRaspao #AmigosDeNuevo 
 
 https://t.co/Kpm7VZPOox https://t.co/KpaZYf7BID",neutral,
244,#ColombiaDecide Candidatos presidenciales explican cómo combatirían la alta inflación en Colombia https://t.co/ah4JhNjfpf,neutral,
416,"@NoticiasCaracol @AlvaroUribeVel el promotor del paramilitarismo en Colombia, se quiere lavar las manos? Como van perdiendo las elecciones, acuden a infundir miedo y muerte, para vender ""paz"". La misma estrategia de siempre. Si hay un Dios, que le de una lección a este ser deplorable.",,
39,"A pocas semanas de las elecciones presidenciales en Colombia, el internacionalista argentino Juan Pablo de María dialogó con GPS Internacional para analizar las perspectivas en torno a las implicaciones de una eventual victoria de Petro para la integración latinoamericana.",neutral,joy
133,"Don @fidelcanoco @AlvaroUribeVel logró ganar y en primera vuelta en ambas elecciones, tanto en 2002 con el 53% como lo reseña @elespectador y en 2006 con el 62%. Creo que el reporte quedó ""chueco"". 
 
  https://t.co/qW8sqREwZC",negative,joy
92,"Que sentirá el registrador nacional de Colombia que los ciudadanos no le tienen confianza en su trabajo que dejó que pasaran irregularidades en su misión y que su trabajo es oscuro por el montón de casos ilegales en las elecciones de congreso , las cortes mirando para otro lado.!",negative,anger
609,"@IvanDuque @SEGIBdigital @allamand @MoniPizani @CarlosBlascober @CumbreIberoA Bobohpta, deje de fingir que ya nadie
 
 
 
 Ah, y sobese, ley de garantías? 🤣 La corte, te corto las alas, vete YA!! Has historia, el primer presidente de Colombia que huyo y entrego el cargo el día después de elecciones",negative,anger
548,"En Colombia los amigos de @AlvaroUribeVel haciendo de las suyas!
 
 Recuerden que hace falta 23 días para las elecciones y necesitan vender el cuento de la seguridad democrática a sangre y fuego. https://t.co/Zr9BgNQys8",,
557,"La @PGN_COL haciendo la tarea de la @Registraduria a pesar del creciente presupuesto va ""de para atrás"".. Más irregularidades y Alexander Vega a 23 días de las elecciones presidenciales sigue atornillado al cargo ¿@CNE_COLOMBIA @FiscaliaCol? @CaracolRadio https://t.co/J8U66CXgzI",negative,anger
16,"@CarlosA77174284 @lafm @Registraduria @CCongresoCol @PGN_COL @MinInterior Creo que estamos cerca muy cerca a una confrontación civil en Colombia....
 
 
 
 Estas elecciones estarán viciadas y se viene lo peor xa este país.
 
 Hay muchos intereses pagos a este bandido ""Registrador"".",negative,anger
551,"@lcvelez El mayor riesgo en las elecciones está en la misma @Registraduria el @CNE_COLOMBIA los jurados, los supuestos delegados internacionales que trajeron a favor de ellos, y de remate la misma Registraduria descarada haciéndole campaña a los que ofrecen el supuesto cambio 🤦🏻‍♀️ https://t.co/Xghmj77P1S",,
573,@twitneetor @ELTIEMPO @infopresidencia @PGN_COL @FiscaliaCol @CNE_COLOMBIA Tan transparentes como las de las elecciones pasadas?,,
486,Lo he analizado toda la mañana y verdaderamente la época de elecciones en Colombia es TERRORÍFICA.,,
589,"@CARLOSFMEJIA @infopresidencia @FiscaliaCol @PGN_COL @CNE_COLOMBIA ¿Fraude?
 
 Buscan fraude donde no lo hay 
 
 A lo Donald Trump
 
 ¿Que es lo que vienes?
 
 ¿Los borregos burribistas asaltando al congreso si pierden las elecciones?",,
605,Colombia: La amenaza del golpe y las elecciones https://t.co/nY3rKAFBbL https://t.co/4lI1Pif9aF,,
503,"El Liverpool del colombiano Luis Diáz disputará la final de la Champions League el 28 de mayo, justo un día antes de las elecciones en Colombia. https://t.co/zpfUPNuImf",,
608,"@fdbedout @NoticiasCaracol Ojala y no pase, pero si petro gana las elecciones y vuelve mier...al país, las personas como usted, tengan la dignidad de reconocer el error y se auto destierren de Colombia!!!",negative,anger
1,"@AlvaroUribeVel Ellos también celebran por que Maduro PetroGustavo Ivan Cepeda Timo Teodora Bobolivar entre muchos más sufren de insomnio.
 
 Uribe Velez Alvarito no los deja dormir
 
 El enemigo para las elecciones no es Fico.... Sino el Excelentísimo y más Grande Presidente que ha tenido Colombia",negative,anger
347,"@FicoGutierrez @DANE_Colombia Gracias a @IvanDuque y ud que toma su legado, si Locombia lo elige estamos condenados a lo mismo, verdad que tienen platica pa robarse ñas elecciones... hdspm!!",,
245,"@WRadioColombia @ernestomaciast Este burro hablando de orejas, si el pacto histórico no actúa a tiempo se roban las elecciones, usted pertenece a la organización más criminal y corrupta que tiene Colombia.",negative,anger
439,"Y será que va a pasar lo mismo en las elecciones para presidente, quien responde, porque hasta ahora ni el presidente @IvanDuque ni la @PGN_COL han hecho nada para destituir a Vega @Registraduria de Colombia https://t.co/FHZYemnQhf",,
452,"¡Viva Petro!
 
 Colombia | Petro anuncia que si gana restablecerá las relaciones diplomáticas y consulares con Venezuela @InfoNodal https://t.co/VjYoQsWoY1",,
135,"#ColombiaMiElección Bajo el lema: “¡Liberemos a Colombia de las maquinarias y la corrupción!”, la aspirante a la presidencia, Ingrid Betancourt, presentó las líneas estratégicas del plan de gobierno.
 
 
 
 https://t.co/j8H8rcwrmW",neutral,anger
252,"@ingrodolfohdez NO IMPORTA que salgamos a votar 20 millones por @FicoGutierrez ,El registrador ""Tibisay VEGA"" y el @CNE_COLOMBIA al servicio de las 2 Prostitutas de la Justicia,""La suprema y La constitucional,se van a robar las elecciones a favor de ""PETRO"" ya se robaron las parlamentarias OJO!!",negative,anger
497,"El robo de las elecciones ya está consumado
 
 
 
 @petrogustavo #PactoDeLaPicota frentes judiciales @asonaloficial @Registraduria @CNE_COLOMBIA @fecode tienen todo listo 
 
 
 
 https://t.co/mCQRwNyUGS",,
263,"Petro promete reanudar relaciones diplomáticas con Maduro si gana elecciones en Colombia
 
 #TalCual #ClaroyRaspao #AmigosDeNuevo 
 
 https://t.co/Kpm7VZydwZ https://t.co/FiJfeEuXCa",neutral,joy
125,En Colombia con las elecciones,neutral,joy
639,"@lcvelez El mayor riesgo es:
 
 1. Que nadie nos garantice unas elecciones sin freude.
 
 2. Si pierde petro, arderá Colombia...sí gana ...también.",negative,fear
237,Colombia | Petro anuncia que si gana restablecerá las relaciones diplomáticas y consulares con Venezuela @InfoNodal https://t.co/X5FawyQTTi,neutral,
549,#QuienRespondePor la afirmación de Sanchez Cristo de que Francia es la Vicepresidenta de Colombia ?. Hasta donde se las elecciones son el próximo 29. Que no te traicione tal facilmente el subconsciente,,
56,"@LevyRincon INFAME AUN MAS ES: Aprovechar esta imagen para recordarle a Colombia el miedo y terror que produce la guerrilla. Aunque hoy día estos grupos criminales fueron superados y reemplazados por El uribismo, el Clan del Golfo y otros.
 
 Siempre sucede unas semanas antes de elecciones.",negative,fear
142,"Una vez más, en la plaza Alfonso López ,tal como se había planeado ,la tarde de este viernes 6 de Mayo ,llegó a Valledupar @petrogustavo Máximo candidato a vencer en las próximas elecciones a la presidencia por Colombia. https://t.co/YYpzUWPN1C",neutral,anger
419,@AlvaroUribeVel No viejito sarnoso ; ya conocemos su accionar ; crea el caos y culpa a tu enemigo político para poderle ganar las elecciones ; ya COLOMBIA sabe cómo actúa usted ; paraco hijueputa,,
138,Mi foto según el Match Presidencial de @elespectador @cifrasyconcepto El candidato que me salió sí corresponde a mi posible voto. Si no lo han hecho les dejo el link. https://t.co/FA4Qjpwir0 https://t.co/bNziTOmBCr,positive,joy
583,"Insisto...el peor enemigo de la llamada #Derecha en #Colombia es la misma ""Derecha""...
 
 Llegar DIVIDIDOS a las elecciones PRESIDENCIALES, No me parece la mejor táctica, para enfrentar al #PapilomaHumano 
 
 Según la posición de los Astros, podría ser Desastroso para el #29Mayo https://t.co/jv4cmhH9mv",,
109,"Qué buena esta herramienta de @elespectador para encontrar el candidato afín a la visión de país que uno quiere. #Recomendada ✅
 
 Útil y pedagógica. 
 
 #MatchPresidencial 
 
 https://t.co/mIcCgFHjXy",positive,joy
302,"Vengaaaan, yo quiero saber el match presidencial de algunos de ustedes, pues pa’ saber si sigo tragada o le echo tierra al asunto. Por ejemplo, ¿qué le habrá salido a…? Uy no, mejor no los tageo porque algunos son guilty pleasure. Pero muestreeeen https://t.co/0tyZdtw5pz",neutral,joy
457,"En nuestro país, siempre se debe pensar mal. Seguro el paro armado, la policía quieta, todo tan cerca de elecciones. Duque agilizando la extradición de Otoniel… en fin. Esto es Colombia.",,
173,"#ColombiaDecide | Federico Gutiérrez estuvo en San Andrés y la Guajira, analizó el panorama ante la disputa de mar con Nicaragua y aseguró que no dialogaría con el Gobierno de Daniel Ortega. Más en https://t.co/0Rr4ts0rOv https://t.co/Au02d1r31M",neutral,joy
514,"@CostaNoticiasTV @ibmtw2010 @CarrillonavasG @AliRestrepo @duvanedo @cecollm @ALFREDOHANS1 @ricardoansal @Iadossa @Gilbert_Olarte @lacoutu @pedrosoto785 @pasionpais COLOMBIA A PORTAS DE PERDER LA DEMOCRACIA LIBERTAD 
 
 SI ESTA ESE REGISTRADOR PRÓXIMAS ELECCIONES 
 
 ENTES DE CONTROL GIBIERNO 
 
 SILENCIO SEPUCRAL 
 
 EL GOBIERNO PASARA A LA HISTORIA COMO EL DEJO PERDER EL PAIS DEMOCRACIA Y LIBERTAD DE LOS COLOMBIANOS. 
 
 SI NO HACE NADA Y PERMITE ESTADIA",,
354,"@Karlaarcila @afilada7 NO IMPORTA que salgamos a votar 20 millones por @FicoGutierrez ,El registrador ""Tibisay VEGA"" y el @CNE_COLOMBIA al servicio de las 2 Prostitutas de la Justicia,""La suprema y La constitucional,se van a robar las elecciones a favor de ""PETRO"" ya se robaron las parlamentarias OJO!!",,
218,"@CNE_COLOMBIA para risas: el CNE investiga al centro democrático x decirle la verdad a FEJODE pero no ha tomado ninguna decisión con el fraude de las pasadas elecciones a pesar de q el registrador compró con nuestro dinero un software de INDRA de 27 mil millones, q no sirve.",negative,anger
615,Buenos días! ...y entonces quienes entre las Cortes y congresistas (¿Quiénes fueron?) que armaron triquiñuelas para que el actual registrador llegara al cargo...menos se manifiestan a que lo revoquen...se acorta el tiempo para las elecciones y él ahí campante! Peligra Colombia!,negative,fear
119,"¿Se retirará un candidato presidencial? Esto respondieron los candidatos ante la pregunta de El Espectador en el debate organizado en Eafit, en Medellín. 
 
 https://t.co/XTfCIWOp9Z",neutral,fear
622,"#ElRiesgoEs el @CNE_COLOMBIA la @Registraduria El Registrador Vega, parecen confabulados, para robarse las elecciones @PGN_COL https://t.co/7dFxjf2iL3",negative,anger
29,"#UribeDioLaOrden el viejo no quiere dejar en paz al país, hizo a colombia invivible para ganar las elecciones. #LaOrdenVieneDeArriba #LaOrdenVieneDeUribe",negative,anger
182,"No nos estamos cuenta que el tal paro armado del Golfo es patrocinado y en mancuerna con el @PactoHistorico y nos están AVISANDO lo que le espera a Colombia si el GUERRILLERO ASESINO EXTORSIONADOR SECUESTRADOR Y CORRUPTO IFUEPUTA NO gana las Elecciones,DIOS protejenos..",negative,fear
48,"@HELIODOPTERO @cataboc El propósito es que halla elecciones en una Colombia aterrorizada. No podemos caer nuevamente en la trampa, votemos bien. No podemos permitir que el innombrable siga gobernando. Nuestro país necesita un cambio urgente.",negative,fear
559,@pepajla @PGN_COL @CNE_COLOMBIA @infopresidencia este señor Vega debe ser apartado del cargo por el bien de la democracia y las elecciones del 13 de marzo están en entredicho por tantas anomalías por lo que no deben ser válidas,,
258,"#Video ¿Cuántos votos necesitaron Duque y Petro para ir a segunda vuelta en 2018?
 
 
 
 https://t.co/aS2FPlEMss https://t.co/QeJ0A1fnBe",neutral,
101,"La diferencia entre las elecciones de Venezuela 1999 y Colombia 2022, es que en Colombia ya ""vimos el futuro"".
 
 
 
 En el momento en que el socialismo llegue al poder, el empresario se va del país.
 
 
 
 El empobrecimiento del país será a mayores velocidades.",negative,anger
474,"@jarizabaletaf Un robo a las elecciones, a favor de Petro, es casi una declaratoria de guerra civil y catástrofe, para todos. @CNE_COLOMBIA @Registraduria
 
 @PGN_COL
 
 @COMANDANTE_EJC @COL_EJERCITO @IvanDuque @mindefensa https://t.co/elAeUTvqhz",,
617,Dios no permita que se *DEMOCRATICEN LAS URNAS DE VOTACIÓN NI LOS VOTOS EN LAS ELECCIONES PRESIDENCIALES DEL 29 MAYO O EN SEGUNDA VUELTA EL19 DE JUNIO* ahí si que no habría más democracia en Colombia. #CualquieraMenosPetro #OjoConEl2022 #OjoConEl2022PodriaNoHaber2026,negative,fear
445,"@WRadioColombia @ernestomaciast Siiii señor, a eso es que apunta su Federico y su uribismo .. pero no le van a robar las elecciones a Gustavo Petro Próximo presidente de Colombia en primera vuelta !!! 💛💙♥️🇨🇴",,
421,"El Consejo Nacional Electoral @CNE_COLOMBIA envió concepto jurídico al Tribunal de Cundinamarca en el que pide que no se suspenda al registrador Alexander Vega. 
 
 
 
 Según el organismo electoral, las elecciones legislativas cumplieron con todas las garantías de transparencia.",,
519,"Así reaccionaron algunos candidatos al alza de la #inflación Variación anual del IPC llegó a 9,23% en abril, informó el @DANE_Colombia . Esto dijeron los aspirantes a la Presidencia sobre el dato, el más alto en 21 años. https://t.co/KkxlGRIPCi via @Portafolioco",,
94,"‼️ESTE ES EL NÚMERO UNO EN LA @Registraduria CUMPLIENDO
 
 CON LA “MISIÓN” y “VISIÓN”DE
 
 NEGOCIAR RESULTADOS EN LAS
 
 ELECCIONES DE COLOMBIA‼️ https://t.co/dpErXAOzS1 https://t.co/OvRAyhSRG8",neutral,joy
148,@CARLOSFMEJIA @infopresidencia @FiscaliaCol @PGN_COL @CNE_COLOMBIA Las elecciones a @SenadoGovCo SE DEBER REPETIR…,neutral,anger
93,Las próximas elecciones en Colombia. Demócrata. https://t.co/MolYppvL8o,neutral,joy
177,"#LoMásLeído en Política: Los votos que se necesitan para ganar la Presidencia en la primera vuelta. https://t.co/0bFRvQvtBG
 
 
 
 #Elecciones2022 https://t.co/s1wTYyxS4d",neutral,joy
204,"Una vida digna y sin violencia, esa definición utópica del buen vivir no se ha visto JAMÁS en colombia; ahora a días de las elecciones que podrían generar un verdadero CAMBIO aparece el malafortunado paro armado. Nos quedamos sin VERDAD y ahora con MIEDO. #ParoArmado #Otoniel",negative,fear
291,"@NTN24ve pobre colombia, tan ignorante como lo fue venezuela en diversas elecciones..",negative,anger
117,(Elecciones Colombia: ¿qué muestran las más recientes encuestas presidenciales?) publicado en https://t.co/XJ7xIbDAXM - https://t.co/kBmI6ABhaM https://t.co/nSvSYkakSV,neutral,fear
90,"@RoxanaKreimer Colombia, Roxana las cosas están terribles acá, el 29 de mayo son las próximas elecciones presidenciales.",negative,anger
526,"Senador da por sentado que se comete un flagrante fraude en algo tan crítico para el futuro de Colombia como las elecciones del Congreso y no se puede hacer nada? Solo están ustedes para hablar legislar No deben dignificar, hacer respetar el Legislativo y defender la PatriaO NO? https://t.co/9beqop9fPU",,
384,"⚠️🇨🇴A 23 días de la Primera Vuelta siguen apareciendo PRUEBAS del descomunal fraude en elecciones al Congreso y no pasa nada. Señores @infopresidencia @FiscaliaCol @PGN_COL @CNE_COLOMBIA ¡Si no actúan se robarán también las presidenciales! 
 
 #ExigimosEleccionesTransparentes 🇨🇴 https://t.co/a3jbnGSN0V",,
447,"@CIA @CorteIDH los grupos terroristas al servicio del NARCOTRAFICO en conjunto con el GOBIERNO DE COLOMBIA gestor de un NARCOGOBIERNO, atentan y violan todos los DDHH con una impunidad absoluta.
 
 Vienen elecciones, y como perdieron credibilidad, siembran terror.
 
 #SOSColombiaDDHH",,
50,Petro retomará lazos con Venezuela si llega a Presidencia de Colombia https://t.co/U2HIRmOSsR,neutral,joy
32,Cuando son las elecciones en colombia ?,neutral,joy
520,@NanoC40 @juliomario55555 @CARLOSFMEJIA @infopresidencia @FiscaliaCol @PGN_COL @CNE_COLOMBIA Oigan a esteeee!!! En esas elecciones no hubo uno solo...,,
310,"@CARLOSFMEJIA @infopresidencia @PGN_COL @FiscaliaCol @CNE_COLOMBIA Si la Dra Cabello no se pronuncia y no aparta al Registrador y se roban las elecciones como las del congreso,, va tener culpabilidad porque hay pruebas suficientes,, y la corte que lo eligió también es cómplice si no se pronuncian y lo apartan del cargo, eviten algo peor,🇨🇴🇨🇴🇨🇴",negative,anger
273,Las reglas del juego político que estableció la Constitución de 1991 debilitaron el sistema bipartidista y trajo un revolcón que favoreció a un sistema caudillista que hasta hoy se siente. https://t.co/tVxPTMLSrA,negative,anger
386,"@RobinsonBaena Mosca camarada, el uribismo aprovechando las acciones de estos delincuentes quieren desestabilizar Colombia porque se ven perdidos en las elecciones https://t.co/ZN08tBGBax",,
129,"El pedido que le hizo la Conferencia Episcopal a los candidatos presidenciales.
 
 
 
 https://t.co/ODJYR5Pk6u https://t.co/lgKq03wQma",neutral,joy
487,@Abogado_JorgeEH @dica7810 @Jesus74502271 @FicoGutierrez ¿En qué país vive?¿Habla de las elecciones en Colombia?,,
510,ESTO ES LO QUE LE ESPERA A COLOMBIA 🇨🇴 SI PETRO GANA LAS ELECCIONES SU PROPIEDAD Y LA DE TODOS LOS COLOMBIANOS SERÁN QUEMADOS SUS PROPIEDADES EXPROPIADAS OJO COLOMBIA 🇨🇴 https://t.co/FwhicXJj3D,,
363,@mindefensa @infopresidencia @PoliciaColombia @FuerzaAereaCol @IvanDuque @FuerzasMilCol @GobDeBolivar @GobCordoba_ @GobSucre si se van a reunir con sus amigos aliados del clan del golfo para mirar como da;an las elecciones para este 29 de mayo eso es lo único que hace este NARCOGOBIERNO FAVORECER A PARAMILITARES Y LAS MAFIAS EN COLOMBIA,,
345,"@BOLIBAR2 @CNE_COLOMBIA @AndresPastrana_ Aquí no va a pasar nada, y petro de va a robar las elecciones presidenciales y el país",,
321,"@lcvelez @lafm @NoticiasRCN @rcnradio @NTN24 si todos en colombia estamos viendo el peligro para elecciones que representa la registraduria , por que los entes de control no lo ven ?",negative,
396,"""El uribismo intenta en una carrera contrarreloj sacar adelante en el Congreso una reforma de la ley de traspaso de poder para impedir a la izquierda acceder a información clasificada de seguridad nacional en el caso de llegar al poder"" https://t.co/Uy0NoJrcev vía @elsaltodiario",,
83,"@RevistaSoHo Resultado de las elecciones: 
 
 80% que se vaya Marbelle de Colombia
 
 15% todos demás candidatos
 
 5% voto en blanco ns/nr",negative,joy
80,@CGurisattiNTN24 El senador de Colombia en EEUUtiene toda la razón sino tienen gente preparada para las elecciones nos van a robar la libertad en primera vuelta,negative,fear
