,full_text,sentiment,emotion
364,"El 29 de mayo, serán 
 
 Las Elecciones en Colombia. https://t.co/k01o3i9ero",,
561,"Dime tus posturas políticas y te diré si podemos seguir siendo Amix. Para conocerlas, te invito a hacer el #MatchElectoral aquí: https://t.co/3V4sEAcK5R
 
 
 
 Mi resultado es este. 
 
 ¿Quieres seguir siendo mi ami? 🥹 https://t.co/bFnq2ROy0u",,
387,FRAUDE DE LA IZQUIERDA ANULA LAS ELECCIONES EN COLOMBIA https://t.co/ua35EWyuJn,,
79,@CGurisattiNTN24 El senador de Colombia en EEUUtiene toda la razón sino tienen gente preparada para las elecciones nos van a robar la libertad en primera vuelta,negative,fear
251,"@Zuletalleras @Judarr2 NO IMPORTA que salgamos a votar 20 millones por @FicoGutierrez ,El registrador ""Tibisay VEGA"" y el @CNE_COLOMBIA al servicio de las 2 Prostitutas de la Justicia,""La suprema y La constitucional,se van a robar las elecciones a favor de ""PETRO"" ya se robaron las parlamentarias OJO!!",negative,anger
491,"Y ustedes ¿Ya encontraron su #MatchPresidencial💜Lo pueden hacer acá: https://t.co/0E1tZKypTK
 
 
 
 ¡Nos gustaría saber quién es su candidato ideal! 
 
 Los leemos en los comentarios 👇 https://t.co/H11SB9EsBV",,
480,"¿Vamos a terminar en que para subirse al Metro de Medellín, al bus de Envigado, al Transmetro de Barranquilla o al avión de Avianca habrá que demostrar el voto por alias ""Fico""?
 
 
 
 https://t.co/f7CDOrUAEd",,
4,"#OtraPregunta 
 
 ""Petro promete reanudar relaciones diplomáticas con Maduro si gana elecciones en Colombia""...
 
 Esto no pinta nada bien... y si además gana Lula en Brasil...
 
 ¿Esto como que va para largo? https://t.co/wpQsl5KoRe",negative,fear
399,"Hice el ejercicio de la Match Presidencial del @elespectador.
 
 
 
 Me gustó. Creo que me define ideológicamente. Lo más importante es que me deja claro por quien no debo votar.
 
 
 
 Aquí les dejo el enlace para que hagan el ejercicio. 
 
 
 
 https://t.co/jHXsHZWoDO https://t.co/nJsUylMydh",,
524,"@bpmacias @PaulaBayarte @InesAmarelo @JavierCBugarin @carlasamon 🇨🇴 Un posible atentado contra el candidato Gustavo Petro preocupa a Colombia a tres semanas de las elecciones. 🗳
 
 
 
 https://t.co/u7OwKlgtiA https://t.co/4vI8OFEnwS",,
407,"Señores. @PGN_COL
 
 
 
 El país reclama elecciones transparentes en primera vuelta presidencial el 29 de mayo.
 
 
 
 Opinión. @PGN_COL @CNE_COLOMBIA @moecolombia https://t.co/ceSkMa0f3W",,
113,"@JuanDanielMos19 Pendejo eso ya pasó en 2018, parece que tú y las putas uribistas no saben ni que pasó en las elecciones de cada 4 años, otra prueba que en Colombia en un país de mierda con gente muy pendeja.",negative,anger
598,"""El antiguo jefe d inteligencia militar venezolana ha afirmado tener información,sobre financiación por parte d Venezuela d campañas d Gustavo Petro,candidato d a la presidencia d Colombia en las próximas elecciones del 29 de mayo, que el político colombiano ha negado"" https://t.co/8lx78liOGE",,
567,"@GustavoBolivar Debieran inventar algo diferente están igual que Chávez y Maduro cada vez que vienen elecciones inventaba guerras con Colombia, que había intereses en matarlo y ustedes igualito inventan enfermedades, atentados etc, etc.",negative,joy
297,"""Lo que está viviendo Latinoamérica, cortesías de los procesos del Foro de Sao Paulo, se va poniendo realmente delicado. Hay que estar pendiente de lo que sucede en Chile y Perú, previo a las elecciones de Colombia."" @Noelleal",negative,fear
418,Advierten inhabilidades en jurados de votación elegidos para elecciones presidenciales https://t.co/oUCjxiVqOi,,
526,"Senador da por sentado que se comete un flagrante fraude en algo tan crítico para el futuro de Colombia como las elecciones del Congreso y no se puede hacer nada? Solo están ustedes para hablar legislar No deben dignificar, hacer respetar el Legislativo y defender la PatriaO NO? https://t.co/9beqop9fPU",,
358,“Casi 3000 aspirantes a jurados de votación inhabilitados en Colombia” https://t.co/2MCo0SBpog #Elecciones ✍️ por @gabrielamor,,
188,@guillodevalde @Registraduria @PGN_COL @CGR_Colombia @moecolombia Es que lo realmente malo es que no asisten para ser participes de las garantias y luego se están quejando de que se roban las elecciones cuando realmente no es así,negative,anger
81,"@MONYRODRIGUEZOF Piensan sabotear las elecciones, sospechoso si es a días de las elecciones y el ejército de Colombia nuestros héroes, brillan por su ausencia por algo será ...",negative,anger
78,"En #QuímicaEnLaFórmula, la candidata Ingrid Betancourt contó qué tanto sabe de su fórmula, en el camino a la Presidencia de Colombia ⬇️ https://t.co/KTgkWN1G2H",neutral,joy
514,"@CostaNoticiasTV @ibmtw2010 @CarrillonavasG @AliRestrepo @duvanedo @cecollm @ALFREDOHANS1 @ricardoansal @Iadossa @Gilbert_Olarte @lacoutu @pedrosoto785 @pasionpais COLOMBIA A PORTAS DE PERDER LA DEMOCRACIA LIBERTAD 
 
 SI ESTA ESE REGISTRADOR PRÓXIMAS ELECCIONES 
 
 ENTES DE CONTROL GIBIERNO 
 
 SILENCIO SEPUCRAL 
 
 EL GOBIERNO PASARA A LA HISTORIA COMO EL DEJO PERDER EL PAIS DEMOCRACIA Y LIBERTAD DE LOS COLOMBIANOS. 
 
 SI NO HACE NADA Y PERMITE ESTADIA",,
519,"Así reaccionaron algunos candidatos al alza de la #inflación Variación anual del IPC llegó a 9,23% en abril, informó el @DANE_Colombia . Esto dijeron los aspirantes a la Presidencia sobre el dato, el más alto en 21 años. https://t.co/KkxlGRIPCi via @Portafolioco",,
643,"En los consulados de Colombia en el exterior se adelantan las pruebas de funcionalidad para las elecciones de presidente y vicepresidente de la república. En el país, la Registraduría Nacional alista los simulacros para los comicios del 29 de mayo.
 
 
 
 #GarantesDeLaDemocracia https://t.co/7NOQaPod0z",neutral,joy
237,Colombia | Petro anuncia que si gana restablecerá las relaciones diplomáticas y consulares con Venezuela @InfoNodal https://t.co/X5FawyQTTi,neutral,
538,"Periódico de William Velez Sierra Match presidencial: descubra su candidato ideal para las elecciones en Colombia | El Espectador https://t.co/1nISuNbpGp, see more https://t.co/dMgANevJFy",,
551,"@lcvelez El mayor riesgo en las elecciones está en la misma @Registraduria el @CNE_COLOMBIA los jurados, los supuestos delegados internacionales que trajeron a favor de ellos, y de remate la misma Registraduria descarada haciéndole campaña a los que ofrecen el supuesto cambio 🤦🏻‍♀️ https://t.co/Xghmj77P1S",,
264,"Petro promete reanudar relaciones diplomáticas con Maduro si gana elecciones en Colombia
 
 #TalCual #ClaroyRaspao #AmigosDeNuevo 
 
 https://t.co/Kpm7VZydwZ https://t.co/FiJfeEuXCa",neutral,
64,"@LaNocheNTN24 @CGurisattiNTN24 @Germancalderon1 @JeffersonNTN24 NO TENGO CONFIANZA EN EL CNE, NI EN LA REGISTRADURIA. Es evidente que han mucho dinero de por medio para favorecer a Gustavo Petro, porque el y todo el mundo sabe que si no es robándose las elecciones nunca va a ser presidente. La Democracia Colombia nunca a estado tan amenazada",negative,anger
142,"Una vez más, en la plaza Alfonso López ,tal como se había planeado ,la tarde de este viernes 6 de Mayo ,llegó a Valledupar @petrogustavo Máximo candidato a vencer en las próximas elecciones a la presidencia por Colombia. https://t.co/YYpzUWPN1C",neutral,anger
559,@pepajla @PGN_COL @CNE_COLOMBIA @infopresidencia este señor Vega debe ser apartado del cargo por el bien de la democracia y las elecciones del 13 de marzo están en entredicho por tantas anomalías por lo que no deben ser válidas,,
44,"@losdanieles ¿Sería posible conocer sus argumentos (de todo el equipo de los danieles) acerca de por quién ""votarían""? Me y nos yudaría mucho a una cantidad de personas que no tenemos claro cómo aportarle a Colombia en las próximas elecciones.",neutral,joy
550,"@lcvelez El mayor riesgo en las elecciones está en la misma @Registraduria el @CNE_COLOMBIA los jurados, los supuestos delegados internacionales que trajeron a favor de ellos, y de remate la misma Registraduria descarada haciéndole campaña a los que ofrecen el supuesto cambio 🤦🏻‍♀️ https://t.co/Xghmj77P1S",,
23,"El candidato a la Presidencia de Colombia Gustavo Petro promete restablecer las relaciones con Venezuela si gana las elecciones y llega a la Presidencia.
 
 
 
 https://t.co/XM8QX8IaLk",neutral,joy
454,"Mira esa mierda, osea va a unir Venezuela con colombia el Castrochavismo ""Restableceremos las relaciones diplomáticas y consulares con la República de Venezuela"": Petro https://t.co/nBJ4S67fpK",,
117,(Elecciones Colombia: ¿qué muestran las más recientes encuestas presidenciales?) publicado en https://t.co/XJ7xIbDAXM - https://t.co/kBmI6ABhaM https://t.co/nSvSYkakSV,neutral,fear
130,"Se acercan las elecciones presidenciales en Colombia y las comparaciones con Venezuela han sido inevitables. ¿Está Colombia como Venezuela? #Análisis por @jgmartinez522
 
 
 
 Haz clic en el video para más detalles 👇
 
  https://t.co/zfKDhPWfAK",neutral,fear
329,La izquierda se dedicó A proteger cuanto criminal aparezca. Sí la izquierda extrema como la de Petro Gana Las elecciones será la criminalidad la que gobierne A colombia desde ése momento.,neutral,joy
178,"@jarizabaletaf @NanaGioys Lo que puso al @CeDemocratico en el senado y a Duque como presidente en 2018 ahora resulta que es un “torcido” sólo porque no es de su lado
 
 
 
 Piden la salida del registrador y se ponen a chillar como hizo el perdedor de ésos tiempos. 
 
 Uribestias = Mamertos.
 
 https://t.co/Zwz6ilaQqK",negative,anger
343,@BOLIBAR2 @AndresPastrana_ @santiagoangelp Un poco tarde con las elecciones encima… mal para Colombia,,
492,"@lafm @lcvelez @darcyquinnr 
 
 Con esta mafia en la @Registraduria y el riesgo que me ROBEN.
 
 Exijo el derecho a tomar foto o hacer video de mi votación el día de las elecciones.
 
 @ProcuraduraCol1 @FiscaliaCol @CNE_COLOMBIA",,
369,"@stendor @LaPullaOficial Un ""ladrón"" que no se robó un peso, eso es raro en Colombia, el que empieza el escándalo para que no se lleve el contrato es el mismo que se iba a ganar la supuesta coima, más raro, lo han aplazando por falta de pruebas en 3 ocasiones hasta llevarlo a fecha de elecciones, raro.",,
291,"@NTN24ve pobre colombia, tan ignorante como lo fue venezuela en diversas elecciones..",negative,anger
368,#ColombiaDecide | Candidatos presidenciales explican cómo combatirían la alta inflación en Colombia https://t.co/U2fxQzaVSR,neutral,joy
27,"Un paro armado decretado por un puñado de delincuentes narcotraficantes tiene encerrada a la gente en sus casas a punta de terror. El gobierno de Iván Duque dejó a la población a su suerte, y a 20 días de elecciones lo único que tenemos es miedo. En Colombia todo está muy miedoso https://t.co/hlRUr5bJ9Q",negative,fear
455,"Ya no me quedan dudas que el ""paro armado"" fue orquestado desde el Ubérrimo! Días paramilitares quemando buses, disparando contra los civiles y todo el terrorismo CON la indiferencia CÓMPLICE de @Diego_Molano Y @COMANDANTE_EJC Campaña política sangrienta.
 
 https://t.co/99pr8DragM",,
637,"Cerca de 3 mil jurados de votación de la Registraduría están inhabilitados. 
 
 
 
 La indagación fue adelantada por la Procuraduría ante las primarias de las elecciones presidenciales de Colombia. 
 
 https://t.co/DrcoKxOTPs",neutral,
494,"#Colombia #Petro anuncia que reanudará las relaciones con Venezuela. Colombianos si queréis que el salario mínimo de Colombia baje a los 2 dólares al mes como en Venezuela, por debajo del umbral de pobreza (1,75 dólares/día) vuestro candidato es #Petro.
 
 https://t.co/LpgzfWPvN7",,
261,"@jarizabaletaf NO IMPORTA que salgamos a votar 20 millones por @FicoGutierrez ,El registrador ""Tibisay VEGA"" y el @CNE_COLOMBIA al servicio de las 2 Prostitutas de la Justicia,""La suprema y La constitucional,se van a robar las elecciones a favor de ""PETRO"" ya se robaron las parlamentarias OJO!!",negative,anger
10,"La cuenta regresiva para las elecciones presidenciales de Colombia se encuentra en su recta final, y el candidato que cuenta de acuerdo a la encuestas con mayor intención de votos es Gustavo Petro #7May https://t.co/JVyQw3MCv7",neutral,joy
376,"✊🏽Apertura y estabilidad democrática en Colombia, 🗳 el análisis de Daniel Ricardo Amaya en revista #CienDías edición N. 104 📲 https://t.co/d2YUoyQ8k6
 
 
 
 📸 @PactoHistorico https://t.co/c1UQd4KNDJ",neutral,joy
70,"@Soylaauraaa @richiparedesh Dios que angustia. Ojalá alguien haga algo. Que impotencia. Si quieren que se queden con las elecciones, pero que dejen a Colombia en paz.",negative,anger
73,"@EEColombia2020 @JEP_Colombia Lo de la guerrilla que espere, estamos en elecciones y hay que impulsar al candidato guerrillero ( Petro) , todo los que sea falsos positivos , autodefensas y que sirva para ensuciar a Uribe injustamente hay que filtrarlo ya !!!!!",negative,anger
468,"A pocos días de las elecciones presidenciales
 
 las Autodefensas Gaitanistas de Colombia se declaran en Paro Armado hasta el 9 de mayo. El claro desinterés social del Gobierno actual, evidenciado en la permisión de hostigamiento contra los Colombianos.",,
111,"El candidato a la Presidencia de Colombia Gustavo Petro, anunció este viernes que retomará las relaciones diplomáticas con Venezuela si gana las elecciones y llega a la jefatura del Estado colombiano.",neutral,joy
204,"Una vida digna y sin violencia, esa definición utópica del buen vivir no se ha visto JAMÁS en colombia; ahora a días de las elecciones que podrían generar un verdadero CAMBIO aparece el malafortunado paro armado. Nos quedamos sin VERDAD y ahora con MIEDO. #ParoArmado #Otoniel",negative,fear
430,Robar votos y elecciones parece ser lo que está de moda a nivel mundial y nadie es culpable. Veamos cómo le va a #Colombia,,
384,"⚠️🇨🇴A 23 días de la Primera Vuelta siguen apareciendo PRUEBAS del descomunal fraude en elecciones al Congreso y no pasa nada. Señores @infopresidencia @FiscaliaCol @PGN_COL @CNE_COLOMBIA ¡Si no actúan se robarán también las presidenciales! 
 
 #ExigimosEleccionesTransparentes 🇨🇴 https://t.co/a3jbnGSN0V",,
260,"Estos días y hasta el 29 de mayo día de las elecciones presidenciales en Colombia se prevé tensiones, incremento de actos criminales y delincuenciales, asonadas, pescas milagrosas, y guerra ideológica en todo el territorio nacional.
 
 ¡Fácil no será, estamos regresando al pasado!",negative,fear
629,"@NoticiasCaracol Es el colmo que Petroñero salió a decir que las victimas les va a hacer falta la declaración de otoniel, que descarado si las victimas en colombia la ultrajan y a los delincuentes los ponen en el Senado tan siquiera yendo a elecciones y quería salvar a otoniel con el cuento",negative,anger
97,@PGN_COL S.O.S. Colombia no podemos permitir que nos roben las elecciones. Viva @PalomaValenciaL gran patriota https://t.co/N9ro2Fy5fF,positive,joy
243,"@IvanDuque @mincultura Un hito historico,mejor que violar la Constitución para hacer inversión en la Colombia profunda en elecciones.. https://t.co/D0u5CybOHZ",negative,
635,"@Danielacad3 Consejo de un Venezolano que ama a Colombia. No bajen la guardia, el que cuenta los votos @Registraduria es FICHA DEL FORO DE SAO PAULO. Todavía hay vicios de las elecciones pasadas para favorecer al Pacto Histórico y ni pío a dicho el tipo. Pilas pues",negative,fear
254,"@millersoto @petrogustavo NO IMPORTA que salgamos a votar 20 millones por @FicoGutierrez ,El registrador ""Tibisay VEGA"" y el @CNE_COLOMBIA al servicio de las 2 Prostitutas de la Justicia,""La suprema y La constitucional,se van a robar las elecciones a favor de ""PETRO"" ya se robaron las parlamentarias OJO!!",negative,anger
2,"@PDleh @cokycafe @PGN_COL En Colombia existen miles de leyes para controlar los funcionarios públicos pero a la hora de aplicarlas ""se les olvida que existen"". ¿Que más pruebas quieren? ¿Porque avalan unas elecciones, las del 13 de marzo, donde pado de todo lo que no debía de pasar? Escuchamos respuestas",negative,anger
37,"Con apoyo de @CNE_COLOMBIA @Doris_MendezC nos va a robar Las próximas elecciones presidenciales, ahora está suplantando a @FiscaliaCol atacando a @CeDemocratico para defender sus aliados los parásitos izquierdistas disfrazados de docentes @fecode . https://t.co/wBM1ge2mcZ",negative,anger
562,"Las preguntas de #MatchPresidencial fueron diseñadas específicamente para el contexto político actual en Colombia de cara a las elecciones presidenciales en 2022.
 
 
 
 #Elecciones2022 #ColombiaDecide 
 
 
 
 https://t.co/nmnB4UprVU",,
41,"Le pedí a ⁦@ElyangelicaNews⁩ , destacada periodista venezolana en el exilio, que le hablara a Colombia y nos contara sobre su país y nuestras elecciones. Esta es una #CartaDesdeElFururo 
 
 
 
 Mi columna en ⁦@RevistaSemana⁩ 👇🏻 https://t.co/ZJAOCFSEMj",neutral,joy
421,"El Consejo Nacional Electoral @CNE_COLOMBIA envió concepto jurídico al Tribunal de Cundinamarca en el que pide que no se suspenda al registrador Alexander Vega. 
 
 
 
 Según el organismo electoral, las elecciones legislativas cumplieron con todas las garantías de transparencia.",,
612,"#presidente duque y congresistas q aprobaron tumbar ley garantías🇨🇴durante elecciones, deben renunciar Ya! @PGN_COL @FiscaliaCol @DefensoriaCol @CGR_Colombia ojo cuanto dinero se va perder erario público,se robaron para politiquería....justicia ya, q renuncien ya! https://t.co/O7Y6YrxYVI",negative,anger
639,"@lcvelez El mayor riesgo es:
 
 1. Que nadie nos garantice unas elecciones sin freude.
 
 2. Si pierde petro, arderá Colombia...sí gana ...también.",negative,fear
217,"#6May | El candidato presidencial de Colombia, Gustavo Petro aseguró que apoyará a Nicolás Maduro de ganar las elecciones.
 
 
 
 Video cortesía. https://t.co/eKXTmCYGbT",neutral,fear
